60010,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,42,18,0,0.615,0.88,103,0.100,0.200
60020,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,44,18,0,0.63,0.96,106,0.100,0.200
60030,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,46,18,0,0.645,1.04,109,0.100,0.200
60040,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,48,18,0,0.66,1.12,112,0.100,0.200
60050,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,50,18,0,0.675,1.2,115,0.100,0.200
60060,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,52,18,0,0.69,1.28,118,0.100,0.200
60070,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,54,18,0,0.705,1.36,121,0.100,0.200
60080,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,56,18,0,0.72,1.44,124,0.100,0.200
60090,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,58,18,0,0.735,1.52,127,0.100,0.200
60100,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,60,18,0,0.75,1.6,130,0.100,0.200
60110,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,62,18,0,0.765,1.68,133,0.100,0.200
60120,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,64,18,0,0.78,1.76,136,0.100,0.200
60130,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,66,18,0,0.795,1.84,139,0.100,0.200
60140,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,68,18,0,0.81,1.92,142,0.100,0.200
60150,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,70,18,0,0.825,2,145,0.100,0.200
60160,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,72,18,0,0.84,2.08,148,0.100,0.200
60170,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,74,18,0,0.855,2.16,151,0.100,0.200
60180,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,76,18,0,0.87,2.24,154,0.100,0.200
60190,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,78,18,0,0.885,2.32,157,0.100,0.200
60200,0.758800,0.600917,0.249484,-0.029637,-0.417725,0.886230,0.154541,0.580,-0.015,0.023,0.853480,0.161821,0.488499,-0.082191,-0.870361,0.204346,0.484863,1.817,0.931,-0.435,80,18,0,0.9,2.4,160,0.100,0.200
